the_rhineland_is_our;Рейн - наша земля!;X
emperial_things_title;Забытые имперские амбиции;X
emperial_things_desc;В былые времена Швеция занимала одну из лидирующих позиций в Европе: нашу страну уважали и боялись. Но после поражения в Северной войне, а затем и потери Финляндии, наша страна встала на курс нейтралитета, который оказывал положительное воздействие на нас, хотя бы потому что он был вынужденным. Но теперь, когда мы вернули себе Финляндию, мы смело можем напомнить России о наших давних разногласиях. Мы выдвигаем претензии на наши территории, которые когда-то были утеряны.;X
imperial_ambitions;Имперские амбиции;X
revival_of_military_power_title;Возрождение военной мощи;X
revival_of_military_power_desc;Время нейтралитета окончено, время забвения подошло к концу, пришло время напомнить южанам о наших былых военных победах! На протяжении целого века мы занимались внутренней политикой и практически были изолированы, но теперь мы выходим на мировую арену, но, для того чтобы противостоять европейским гигантам, нам необходимо возродить нашу военную машину, которая когда-то была лучшей в Европе. Мы бросим все средства для достижения этой цели в кратчайшие сроки!;X
north_lion;Северный лев;X
change_tech_school_title;Изменение технологической школы;X
change_tech_school_desc;Наша промышленность растет, армия по качеству не уступает ни одной другой, наращивается флот и новые амбиции, но для поддержания стабильного усиления военных способностей нашей державы нам необходимо изменить курс. Мы можем поставить страну на военные рельсы. Государство для армии!;X
swedish_tech_school;Шведская военно-промышленная школа;X
EVTNAME99981;Акт о Британской Северной Америке;X
EVTDESC99981;Конституционный акт 1867 года закрепил основы государственного устройства Канады. Согласно Акту, вся система органов управления действовала в соответствии с принципом разделения властей и федерализма. Статья 9 закрепила за королевой функции главы государства, а статья 17 установила "единый парламент Канады в составе Королевы, верхней палаты, именуемой Сенатом, и Палаты Общин". Генерал-губернатор, назначаемый британским монархом, осуществлял полномочия короны. Он обладал правом созыва и роспуска парламента, назначения и отставки лейтенант-губернаторов в провинциях, членов Сената, членов Тайного совета в том числе членов правительства, судей всех уровней.;X
EVTOPTA99981;Подписываем;X
EVTOPTB99981;Канаде никогда не бывать свободной!;X
EVTNAME99991;Создание Австралийского Содружества;X
EVTDESC99991;Уже давно в Австралии гуляет лозунг "Один континент - одна нация". Благодаря этому акту мы можем создать Австралийский союз, который дарует этому континенту автономность, но продолжит оставаться в составе Британской империи в качестве доминиона. Если мы откажемся от этих мер, то местное население может развязать войну за независимость, ведь сейчас там как никогда раньше популярны националистические идеи. Пожалуй, это единственный мирный способ сохранить наше влияние на этом континенте.;X
EVTOPTA99991;Подписываем;X
EVTOPTB99991;Этот вопрос можно решить и по-другому;X
EVTNAME99992;Восстание сипаев;X
EVTDESC99992; восстание индийских солдат против жестокой колониальной политики англичан в 1857—1859 годах. Восстание началось на севере от Бенгалии до Пенджаба и в центральной Индии. Основная инициатива была предпринята со стороны армии и незадолго до этого отстранённых от власти махарадж, но в некоторых областях его поддержали крестьяне, и оно превратилось в общее восстание. Дели был захвачен повстанцами, однако позже был окружён и взят англичанами. Восстание вызвало бурную волну самых разнообразных откликов, как в английских прессе и литературе, так и за её пределами, где определённые круги высказывались за союз с Российской империей с целью вытеснения Великобритании из Азии.;X
EVTOPTA99992;Сами виноваты!;X
EVTNAME99993;Великий голод;X
EVTDESC99993;Самый опустошительный и тяжелый в Индии голод длился в течение двух лет с 1876 г. по 1877 г. На территории округа Мадрас и в районах Бомбея и Пуны смерть унесла 6 миллионов человек, половина которых погибла от холеры.Великий голод начался двумя годами раньше, когда не выпали традиционные муссонные дожди. Ситуация еще больше усугубилась, когда не было дождей и в период между муссонами. В течение двух лет прошли две кратковременные грозы, которые породили в людях надежду, но ей не суждено было сбыться.;X
EVTOPTA99993;Ужасные события;X
great_famine;Великий голод;X
industrialisation_in_ussr_title;Индустриализация в СССР;X
industrialisation_in_ussr_desc;Начало социалистической индустриализации как составной части «триединой задачи по коренному переустройству общества» (индустриализация, коллективизация сельского хозяйства и культурная революция) было положено первым пятилетним планом развития народного хозяйства (1928—1932). Одновременно были ликвидированы частнотоварные и капиталистические формы хозяйства, таким образом была уничтожена конкуренция, что вело к снижению уровня выпускаемых благ.В советское время индустриализация считалась великим подвигом. Стремительный рост производственных мощностей и объёмов производства тяжёлой промышленности (в 4 раза) имел огромное значение для обеспечения экономической независимости от капиталистических стран и укрепления обороноспособности страны. В это время СССР совершил переход от аграрной страны к индустриальной.;X
industrialization_has_happened;Индустриализация была начата;X
soviet_industry;Индустриализация идет полным ходом;X
form_nkvd_title;Учреждение НКВД;X
form_nkvd_desc;В период своего существования НКВД РСФСР выполнял государственные функции, связанные с охраной правопорядка и государственной безопасности, а также в сфере коммунального хозяйства и экономики молодого советского государства.Наркомат внутренних дел РСФСР входил в число первых наркоматов, образованных в соответствии с декретом «Об учреждении Совета Народных Комиссаров», принятым 2-м Всероссийским съездом Советов 26 октября (8 ноября) 1917 года. Наркомом внутренних дел был назначен А. И. Рыков.;X
nkvd_formed;НКВД был создан;X
nkvd;НКВД;X
form_rkka_title;Создание Красной Армии;X
form_rkka_desc;Красная армия — официальное наименование видов вооружённых сил: сухопутных войск и военно-воздушного флота, которые вместе с МС РККА, войсками НКВД СССР (пограничными Войсками, Войсками внутренней охраны республики и Государственной конвойной стражей) составляли Вооружённые Силы РСФСР / СССР с 10 февраля 1918 года по 25 февраля 1946 года. Днём создания РККА принято считать 23 февраля 1918 года. Именно в этот день началась массовая запись добровольцев в отряды РККА, создаваемые согласно декрету СНК РСФСР «О Рабоче-крестьянской Красной армии», подписанному 15 января 1918 года.;X
rkka_formed;РККА была создана;X
rkka;РККА;X
rename_provinces_title;Переименование имперских городов;X
rename_provinces_desc;Наступила эпоха Советской России и нам ни к чему хранить память об имперском прошлом;X
rename_provinces_done;Города были переименованы;X
rename_kenig_title;Переименование Кенигсберга;X
rename_kenig_desc;Изменим название немецкого города на наше родное, чтобы совесткий дух распространился по всей Восточной Пруссии.;X
rename_kenig_done;Кенигсберг переименован;X
form_ss_title;Создание Черного Ордена;X
form_ss_desc;Первоначально СС предназначались для личной охраны фюрера НСДАП А. Гитлера и входили в состав штурмовых отрядов (СА). С 1934 года СС были выделены из штурмовых отрядов как отдельная структура НСДАП и подчинялись лично Гитлеру и рейхсфюреру СС Г. Гиммлеру. В декабре 1939 г. численность СС составляла 243,6 тыс. человек, в том числе 223,6 тыс. в общих СС. С декабря 1934 г. началось создание частей усиления СС, которые в июне 1940 г. получили наименование Ваффен-СС. К марту 1945 г. численность личного состава войск СС составляла 1 млн человек.;X
ss_formed;Отряды СС были сформированы;X
ss;Ваффен СС;X
form_gestapo_title;Создание Гестапо;X
form_gestapo_desc;Гестапо вело преследование инакомыслящих, недовольных и противников власти Адольфа Гитлера, входило в состав Министерства внутренних дел Германии. Обладая широкими полномочиями, являлось важнейшим инструментом проведения карательной политики как в самой Германии, так и на оккупированных территориях. Гестапо занималось расследованиями деятельности всех враждебных режиму сил, при этом деятельность гестапо была выведена из-под надзора административных судов, в которых обычно обжаловались действия государственных органов. В то же время гестапо обладало правом превентивного ареста — заключения в тюрьму или концентрационный лагерь без судебного решения.;X
gestapo_formed;Гестапо создано;X
gestapo;Гестапо;X
annex_south_german_title;Аннексия Южно-Германского союза.;X
annex_south_german_desc;Заняв доминирующее положение в Германии, а в частности и в Южной ее части, мы можем сплотить всех южных немцев в единое и мощное государство!;X
doctrine_tech;Государство;X
massive_march;Воинская повинность;X
naval_march;Снабжение флота;X
defensive_march;Медицина;X
blitzmarch;Снабжение армии;X
focus_idea;Нац.приоритеты;X
mobilisation_tech_1;Первый уровень мобилизации;X
mobilisation_tech_2;Второй уровень мобилизации;X
mobilisation_tech_3;Третий уровень мобилизации;X
mobilisation_tech_4;Четвертый уровень мобилизации;X
mobilisation_tech_5;Пятый уровень мобилизации;X
mobilisation_tech_6;Шестой уровень мобилизации;X
mobilisation_tech_7;Седьмой уровень мобилизации;X
mobilisation_tech_8;Восьмой уровень мобилизации;X
mobilisation_tech_9;Девятый уровень мобилизации;X
mobilisation_tech_10;Десятый уровень мобилизации;X
mobilisation_tech_11;Одиннадцатый уровень мобилизации;X
medicine_tech_1;Первый уровень медицины;X
medicine_tech_2;Второй уровень медицины;X
medicine_tech_3;Третий уровень медицины;X
medicine_tech_4;Четвертый уровень медицины;X
medicine_tech_5;Пятый уровень медицины;X
medicine_tech_6;Шестой уровень медицины;X
medicine_tech_7;Седьмой уровень медицины;X
medicine_tech_8;Восьмой уровень медицины;X
medicine_tech_9;Девятый уровень медицины;X
medicine_tech_10;Десятый уровень медицины;X
medicine_tech_11;Одиннадцатый уровень медицины;X
military_tech_1;Первый уровень снабжения армии;X
military_tech_2;Второй уровень снабжения армии;X
military_tech_3;Третий уровень снабжения армии;X
military_tech_4;Четвертый уровень снабжения армии;X
military_tech_5;Пятый уровень снабжения армии;X
military_tech_6;Шестой уровень снабжения армии;X
military_tech_7;Седьмой уровень снабжения армии;X
military_tech_8;Восьмой уровень снабжения армии;X
military_tech_9;Девятый уровень снабжения армии;X
military_tech_10;Десятый уровень снабжения армии;X
military_tech_11;Одиннадцатый уровень снабжения армии;X
naval_tech_1;Первый уровень срабжения флота;X
naval_tech_2;Второй уровень срабжения флота;X
naval_tech_3;Третий уровень срабжения флота;X
naval_tech_4;Четвертый уровень срабжения флота;X
naval_tech_5;Пятый уровень срабжения флота;X
naval_tech_6;Шестой уровень срабжения флота;X
naval_tech_7;Седьмой уровень срабжения флота;X
naval_tech_8;Восьмой уровень срабжения флота;X
naval_tech_9;Девятый уровень срабжения флота;X
naval_tech_10;Десятый уровень срабжения флота;X
naval_tech_11;Одиннадцатый уровень срабжения флота;X
focus_idea_tech_1;Первый нац.приоритет;X
focus_idea_tech_2;Второй нац.приоритет;X
focus_idea_tech_3;Третий нац.приоритет;X
focus_idea_tech_4;Четвертый нац.приоритет;X
focus_idea_tech_5;Пятый нац.приоритет;X
focus_idea_tech_6;Шестой нац.приоритет;X
focus_idea_tech_7;Седьмой нац.приоритет;X
focus_idea_tech_8;Восьмой нац.приоритет;X
focus_idea_tech_9;Девятый нац.приоритет;X
focus_idea_tech_10;Десятый нац.приоритет;X
focus_idea_tech_11;Одиннадцатый нац.приоритет;X
annex_saxony_title;Вторжение в Саксонию;X
annex_saxony_desc;Мы утвердили свое влияние во всей Северной Германии, но осталось еще одно братское государство, которое австрийцы стравливают с нами. Австрия не желает видеть в нас врага, а поэтому она всеми силами пытается удержать Саксонию у своих ног, но пришло время проявить решительность и сделать первый шаг. Мы возьмем всю ответственность за агрессию на себя, но силой возьмем то, что должно принадлежать нам по праву сильного!;X
invasion_to_saxony;Захват Саксонии;X
construct_german_fleet_title;Развитие Кайзерлихмарине;X
construct_german_fleet_desc;Военно-морские силы Германии, созданные после объединения германских государств в составе Германской империи на основе военно-морских сил Королевства Пруссия, основной задачей которых являлась береговая оборона. Они существовали с 1871 по 1919 год.;X
german_fleet;Кайзерлихмарине;X
integration_of_belgium_title;Интеграция Бельгии;X
integration_of_belgium_desc;Французы уже обладают статусом полноправных граждан в Бельгии, а что нам мешает сделать то же самое только с бельгийскими народами.;X
majino_title;Линия Мажино;X
majino_desc;Линия Мажино — это оборонительная линия построенная в период между Первой и Второй мировой войной и названа в честь военного министра того времени Андре Мажино. Часто ее рассматривают как линию для защиты франко-немецкой границы, она простирается от севера Франции до Средиземного моря.;X
embargo_aus_des_on_title;Открыть окно санкций;X
embargo_aus_des_on_desc; ;X
embargo_aus_des_off_title;Закрыть окно санкций;X
embargo_aus_des_off_desc; ;X
embargo_aus_title;Санкции против России;X
embargo_aus_desc; ;X
embargo_aus_2_title;Санкции против Франции;X
embargo_aus_2_desc; ;X
embargo_aus_3_title;Санкции против Германии;X
embargo_aus_3_desc; ;X
embargo_aus_4_title;Санкции против Великобритании;X
embargo_aus_4_desc; ;X
embargo_aus_5_title;Санкции против Италии;X
embargo_aus_5_desc; ;X
embargo_aus_6_title;Санкции против США;X
embargo_aus_6_desc; ;X
embargo_aus_7_title;Санкции против Испании;X
embargo_aus_7_desc; ;X
embargo_aus_8_title;Санкции против Турции;X
embargo_aus_8_desc; ;X
embargo_aus_9_title;Санкции против Скандинавии;X
embargo_aus_9_desc; ;X
embargo_aus_10_title;Санкции против СГС;X
embargo_aus_10_desc; ;X
embargo_aus_13_title;Санкции против Пруссии;X
embargo_aus_13_desc; ;X
embargo_aus;Австрийские санкции;X
embargo_kuk_des_on_title;Открыть окно санкций;X
embargo_kuk_des_on_desc; ;X
embargo_kuk_des_off_title;Закрыть окно санкций;X
embargo_kuk_des_off_desc; ;X
embargo_kuk_title;Санкции против России;X
embargo_kuk_desc; ;X
embargo_kuk_2_title;Санкции против Франции;X
embargo_kuk_2_desc; ;X
embargo_kuk_3_title;Санкции против Германии;X
embargo_kuk_3_desc; ;X
embargo_kuk_4_title;Санкции против Великобритании;X
embargo_kuk_4_desc; ;X
embargo_kuk_5_title;Санкции против Италии;X
embargo_kuk_5_desc; ;X
embargo_kuk_6_title;Санкции против США;X
embargo_kuk_6_desc; ;X
embargo_kuk_7_title;Санкции против Испании;X
embargo_kuk_7_desc; ;X
embargo_kuk_8_title;Санкции против Турции;X
embargo_kuk_8_desc; ;X
embargo_kuk_9_title;Санкции против Скандинавии;X
embargo_kuk_9_desc; ;X
embargo_kuk_10_title;Санкции против СГС;X
embargo_kuk_10_desc; ;X
embargo_kuk_13_title;Санкции против Пруссии;X
embargo_kuk_13_desc; ;X
embargo_dnf_des_on_title;Открыть окно санкций;X
embargo_dnf_des_on_desc; ;X
embargo_dnf_des_off_title;Закрыть окно санкций;X
embargo_dnf_des_off_desc; ;X
embargo_dnf_title;Санкции против России;X
embargo_dnf_desc; ;X
embargo_dnf_2_title;Санкции против Франции;X
embargo_dnf_2_desc; ;X
embargo_dnf_3_title;Санкции против Германии;X
embargo_dnf_3_desc; ;X
embargo_dnf_4_title;Санкции против Великобритании;X
embargo_dnf_4_desc; ;X
embargo_dnf_5_title;Санкции против Италии;X
embargo_dnf_5_desc; ;X
embargo_dnf_6_title;Санкции против США;X
embargo_dnf_6_desc; ;X
embargo_dnf_7_title;Санкции против Испании;X
embargo_dnf_7_desc; ;X
embargo_dnf_8_title;Санкции против Турции;X
embargo_dnf_8_desc; ;X
embargo_dnf_9_title;Санкции против Скандинавии;X
embargo_dnf_9_desc; ;X
embargo_dnf_10_title;Санкции против СГС;X
embargo_dnf_10_desc; ;X
embargo_dnf_13_title;Санкции против Пруссии;X
embargo_dnf_13_desc; ;X
embargo_des_on_title;Открыть окно санкций;X
embargo_des_on_desc; ;X
embargo_des_off_title;Закрыть окно санкций;X
embargo_des_off_desc; ;X
embargo_eng_title;Санкции против России;X
embargo_eng_desc; ;X
embargo_eng_2_title;Санкции против Франции;X
embargo_eng_2_desc; ;X
embargo_eng_3_title;Санкции против Германии;X
embargo_eng_3_desc; ;X
embargo_eng_4_title;Санкции против Австрии;X
embargo_eng_4_desc; ;X
embargo_eng_5_title;Санкции против Италии;X
embargo_eng_5_desc; ;X
embargo_eng_6_title;Санкции против США;X
embargo_eng_6_desc; ;X
embargo_eng_7_title;Санкции против Испании;X
embargo_eng_7_desc; ;X
embargo_eng_8_title;Санкции против Турции;X
embargo_eng_8_desc; ;X
embargo_eng_9_title;Санкции против Скандинавии;X
embargo_eng_9_desc; ;X
embargo_eng_10_title;Санкции против СГС;X
embargo_eng_10_desc; ;X
embargo_eng_11_title;Санкции против Австро-Венгрии;X
embargo_eng_11_desc; ;X
embargo_eng_12_title;Санкции против Дунайской Федерации;X
embargo_eng_12_desc; ;X
embargo_eng_13_title;Санкции против Пруссии;X
embargo_eng_13_desc; ;X
embargo_eng;Английские санкции;X
embargo_fra_des_on_title;Открыть окно санкций;X
embargo_fra_des_on_desc; ;X
embargo_fra_des_off_title;Закрыть окно санкций;X
embargo_fra_des_off_desc; ;X
embargo_fra_title;Санкции против России;X
embargo_fra_desc; ;X
embargo_fra_2_title;Санкции против Великобритании;X
embargo_fra_2_desc; ;X
embargo_fra_3_title;Санкции против Германии;X
embargo_fra_3_desc; ;X
embargo_fra_4_title;Санкции против Австрии;X
embargo_fra_4_desc; ;X
embargo_fra_5_title;Санкции против Италии;X
embargo_fra_5_desc; ;X
embargo_fra_6_title;Санкции против США;X
embargo_fra_6_desc; ;X
embargo_fra_7_title;Санкции против Испании;X
embargo_fra_7_desc; ;X
embargo_fra_8_title;Санкции против Турции;X
embargo_fra_8_desc; ;X
embargo_fra_9_title;Санкции против Скандинавии;X
embargo_fra_9_desc; ;X
embargo_fra_10_title;Санкции против СГС;X
embargo_fra_10_desc; ;X
embargo_fra_11_title;Санкции против Австро-Венгрии;X
embargo_fra_11_desc; ;X
embargo_fra_12_title;Санкции против Дунайской Федерации;X
embargo_fra_12_desc; ;X
embargo_fra_13_title;Санкции против Пруссии;X
embargo_fra_13_desc; ;X
embargo_fra;Французские санкции;X
embargo_pru_des_on_title;Открыть окно санкций;X
embargo_pru_des_on_desc; ;X
embargo_pru_des_off_title;Закрыть окно санкций;X
embargo_pru_des_off_desc; ;X
embargo_pru_title;Санкции против России;X
embargo_pru_desc; ;X
embargo_pru_2_title;Санкции против Франции;X
embargo_pru_2_desc; ;X
embargo_pru_3_title;Санкции против Австрии;X
embargo_pru_3_desc; ;X
embargo_pru_4_title;Санкции против Великобритании;X
embargo_pru_4_desc; ;X
embargo_pru_5_title;Санкции против Италии;X
embargo_pru_5_desc; ;X
embargo_pru_6_title;Санкции против США;X
embargo_pru_6_desc; ;X
embargo_pru_7_title;Санкции против Испании;X
embargo_pru_7_desc; ;X
embargo_pru_8_title;Санкции против Турции;X
embargo_pru_8_desc; ;X
embargo_pru_9_title;Санкции против Скандинавии;X
embargo_pru_9_desc; ;X
embargo_pru_10_title;Санкции против Австро-Венгрии;X
embargo_pru_10_desc; ;X
embargo_pru_13_title;Санкции против Дунайской Федерации;X
embargo_pru_13_desc; ;X
embargo_pru;Немецкие санкции;X
embargo_ngf_des_on_title;Открыть окно санкций;X
embargo_ngf_des_on_desc; ;X
embargo_ngf_des_off_title;Закрыть окно санкций;X
embargo_ngf_des_off_desc; ;X
embargo_ngf_title;Санкции против России;X
embargo_ngf_desc; ;X
embargo_ngf_2_title;Санкции против Франции;X
embargo_ngf_2_desc; ;X
embargo_ngf_3_title;Санкции против Австрии;X
embargo_ngf_3_desc; ;X
embargo_ngf_4_title;Санкции против Великобритании;X
embargo_ngf_4_desc; ;X
embargo_ngf_5_title;Санкции против Италии;X
embargo_ngf_5_desc; ;X
embargo_ngf_6_title;Санкции против США;X
embargo_ngf_6_desc; ;X
embargo_ngf_7_title;Санкции против Испании;X
embargo_ngf_7_desc; ;X
embargo_ngf_8_title;Санкции против Турции;X
embargo_ngf_8_desc; ;X
embargo_ngf_9_title;Санкции против Скандинавии;X
embargo_ngf_9_desc; ;X
embargo_ngf_10_title;Санкции против Австро-Венгрии;X
embargo_ngf_10_desc; ;X
embargo_ngf_13_title;Санкции против Дунайской Федерации;X
embargo_ngf_13_desc; ;X
embargo_ger_des_on_title;Открыть окно санкций;X
embargo_ger_des_on_desc; ;X
embargo_ger_des_off_title;Закрыть окно санкций;X
embargo_ger_des_off_desc; ;X
embargo_ger_title;Санкции против России;X
embargo_ger_desc; ;X
embargo_ger_2_title;Санкции против Франции;X
embargo_ger_2_desc; ;X
embargo_ger_3_title;Санкции против Австрии;X
embargo_ger_3_desc; ;X
embargo_ger_4_title;Санкции против Великобритании;X
embargo_ger_4_desc; ;X
embargo_ger_5_title;Санкции против Италии;X
embargo_ger_5_desc; ;X
embargo_ger_6_title;Санкции против США;X
embargo_ger_6_desc; ;X
embargo_ger_7_title;Санкции против Испании;X
embargo_ger_7_desc; ;X
embargo_ger_8_title;Санкции против Турции;X
embargo_ger_8_desc; ;X
embargo_ger_9_title;Санкции против Скандинавии;X
embargo_ger_9_desc; ;X
embargo_ger_10_title;Санкции против Австро-Венгрии;X
embargo_ger_10_desc; ;X
embargo_ger_13_title;Санкции против Дунайской Федерации;X
embargo_ger_13_desc; ;X
embargo_ita_des_on_title;Открыть окно санкций;X
embargo_ita_des_on_desc; ;X
embargo_ita_des_off_title;Закрыть окно санкций;X
embargo_ita_des_off_desc; ;X
embargo_ita_title;Санкции против России;X
embargo_ita_desc; ;X
embargo_ita_2_title;Санкции против Великобритании;X
embargo_ita_2_desc; ;X
embargo_ita_3_title;Санкции против Германии;X
embargo_ita_3_desc; ;X
embargo_ita_4_title;Санкции против Австрии;X
embargo_ita_4_desc; ;X
embargo_ita_5_title;Санкции против Франции;X
embargo_ita_5_desc; ;X
embargo_ita_6_title;Санкции против США;X
embargo_ita_6_desc; ;X
embargo_ita_7_title;Санкции против Испании;X
embargo_ita_7_desc; ;X
embargo_ita_8_title;Санкции против Турции;X
embargo_ita_8_desc; ;X
embargo_ita_9_title;Санкции против Скандинавии;X
embargo_ita_9_desc; ;X
embargo_ita_10_title;Санкции против СГС;X
embargo_ita_10_desc; ;X
embargo_ita_11_title;Санкции против Австро-Венгрии;X
embargo_ita_11_desc; ;X
embargo_ita_12_title;Санкции против Дунайской Федерации;X
embargo_ita_12_desc; ;X
embargo_ita_13_title;Санкции против Пруссии;X
embargo_ita_13_desc; ;X
embargo_ita;Итальянские санкции;X
embargo_rus_des_on_title;Открыть окно санкций;X
embargo_rus_des_on_desc; ;X
embargo_rus_des_off_title;Закрыть окно санкций;X
embargo_rus_des_off_desc; ;X
embargo_rus_2_title;Санкции против Великобритании;X
embargo_rus_2_desc; ;X
embargo_rus_3_title;Санкции против Германии;X
embargo_rus_3_desc; ;X
embargo_rus_4_title;Санкции против Австрии;X
embargo_rus_4_desc; ;X
embargo_rus_5_title;Санкции против Франции;X
embargo_rus_5_desc; ;X
embargo_rus_6_title;Санкции против США;X
embargo_rus_6_desc; ;X
embargo_rus_7_title;Санкции против Испании;X
embargo_rus_7_desc; ;X
embargo_rus_8_title;Санкции против Турции;X
embargo_rus_8_desc; ;X
embargo_rus_9_title;Санкции против Скандинавии;X
embargo_rus_9_desc; ;X
embargo_rus_10_title;Санкции против СГС;X
embargo_rus_10_desc; ;X
embargo_rus_11_title;Санкции против Австро-Венгрии;X
embargo_rus_11_desc; ;X
embargo_rus_12_title;Санкции против Дунайской Федерации;X
embargo_rus_12_desc; ;X
embargo_rus_13_title;Санкции против Пруссии;X
embargo_rus_13_desc; ;X
embargo_rus;Российские санкции;X
embargo_usa_des_on_title;Открыть окно санкций;X
embargo_usa_des_on_desc; ;X
embargo_usa_des_off_title;Закрыть окно санкций;X
embargo_usa_des_off_desc; ;X
embargo_usa_title;Санкции против России;X
embargo_usa_desc; ;X
embargo_usa_2_title;Санкции против Великобритании;X
embargo_usa_2_desc; ;X
embargo_usa_3_title;Санкции против Германии;X
embargo_usa_3_desc; ;X
embargo_usa_4_title;Санкции против Австрии;X
embargo_usa_4_desc; ;X
embargo_usa_5_title;Санкции против Франции;X
embargo_usa_5_desc; ;X
embargo_usa_7_title;Санкции против Испании;X
embargo_usa_7_desc; ;X
embargo_usa_8_title;Санкции против Турции;X
embargo_usa_8_desc; ;X
embargo_usa_9_title;Санкции против Скандинавии;X
embargo_usa_9_desc; ;X
embargo_usa_10_title;Санкции против СГС;X
embargo_usa_10_desc; ;X
embargo_usa_11_title;Санкции против Австро-Венгрии;X
embargo_usa_11_desc; ;X
embargo_usa_12_title;Санкции против Дунайской Федерации;X
embargo_usa_12_desc; ;X
embargo_usa_13_title;Санкции против Пруссии;X
embargo_usa_13_desc; ;X
embargo_usa;Американские санкции;X
holy_throne_title;Святой Престол;X
holy_throne_desc;Мы можем подписать три документа, которые составят наше соглашение со Святым Престолом. Италия признает суверенитет Папского престола над Ватиканом  — восстановленным Церковным государством площадью в полтора квадратных километра. Ватикан и Италия взаимно обмениваются послами. Конкордат в 44 статьях также будет регламентировать отношения между государством и Церковью в Италии: обеспечивать полную свободу Церкви и объявит католическую религию государственной религией. Святой престол будет иметь право устанавливать отношения с духовенством и со всем католическим миром. Представители церкви освободятся от военной службы. Назначение епископов — прерогатива Святого престола (при отсутствии со стороны государства политических возражений).Церковное имущество освободится от налогов.;X
vatikan;Ватикан;X
recognition_of_the_slavs_title;Реформирование империи;X
recognition_of_the_slavs_desc;Наша империя находится на грани распада, а былое величие уже давно осталось лишь в книгах по истории. Мы можем реформировать систему нашей империи, даровав права полпоправных граждан многочисленным народам балканских славян, которые составляют основной очаг нарастающего брожения внутри государства.;X
king_cott;Хлопковый голод;X
integration_of_kazakhstan_title;Интеграция Казахстана;X
integration_of_kazakhstan_desc;Чтобы обезопасить нашу южнуюу границу, мы можем приравнять казахов к одной из титульной нации. Это даст нам надежный форпост в Средней Азии, а уже оттуда мы сможем продолжить наше расширение на Юг прямо в Индию.;X
military_advisers_des_on_title;Предоставление военных советников дружественным странам;X
military_advisers_des_on_desc; ;X
military_advisers_des_off_title;Закрыть окно;X
military_advisers_des_off_desc; ;X
advisers_sca_title;Направить военного советника в Скандинавию;X
advisers_sca_desc; ;X
advisers_tur_title;Направить военного советника в Турцию;X
advisers_tur_desc; ;X
advisers_spa_title;Направить военного советника в Испанию;X
advisers_spa_desc; ;X
advisers_ita_title;Направить военного советника в Италию;X
advisers_ita_desc; ;X
advisers_aus_title;Направить военного советника в Австрию;X
advisers_aus_desc; ;X
advisers_kuk_title;Направить военного советника в Австро-Венгрию;X
advisers_kuk_desc; ;X
advisers_dnf_title;Направить военного советника в Австро-Венгрию;X
advisers_dnf_desc; ;X
advisers_jap_title;Направить военного советника в Японию;X
advisers_jap_desc; ;X
german_advisers;Немецкие военные советники;X
EVTNAME100020;Франкфуртский парламент;X
EVTDESC100020;В ходе длительных дебатов Собрание разработало проект так называемой Конституции Паульскирхе, построенной на принципах парламентской демократии, и приняло его 18 марта 1849 года. Конституция отвечала основным требованиям, выдвигавшимся либеральными и националистическими общественными силами в домартовский период, которые с 1815 года находились в оппозиции к системе реставрации, отстаиваемой Меттернихом. В частности она предусматривала целый перечень основных конституционных прав и свобод, а также учреждение конституционной монархии во главе с наследным кайзером. Национальное собрание во Франкфурте и разработанная им конституция потерпели провал, столкнувшись с отказом короля Пруссии Фридриха Вильгельма IV от предложенного ему титула кайзера. Неуспех революции уничтожил всякое практическое значение Франкфуртского парламента и его дела, но он остался на многие годы в народной памяти, как наиболее яркое выражение желаний народа, поддерживавшее веру в возможность демократического объединения.;X
EVTOPTA100020;Я не приму корону из рук революционеров!;X
EVTOPTB100020;Создадим Малую Германию!;X
japanese_tech_school;Японская императорская школа;X
japanese_navy_title;Японский императорский флот;X
japanese_navy_desc;Чтобы обеспечить надежную защиту нашей стране, а также нашим будущим завоеваниям в азии, нам необходим сильный флот, который смог бы составить конкуренцию британскому. Мы отправим любого европейца на дно, кто осмелится сунуться в Азию!;X
japanese_fleet;Японский флот;X
japanese_factory_title;Дзайбацу;X
japanese_factory_desc;Дзайбацу - крупные финансовые семьи, которые контролируют банковские и индустриальные объединения. Четыре главных Дзайбацу начали свою историю еще в эпоху Эдо. Эти монополисты под руководством государства непременно повысят промышленные мощности Японской империи.;X
japanese_boom;Дзайбацу;X
jpns_empire_title;Провозглашение Японской империи;X
jpns_empire_desc;После завоевания Кореи в высших кругах управления страны зародилась идея создания колониальной империи, которая бы соответствовала статусу государства в дальнейшем. Провозгласив империю, нам непременно придется наращивать военный и экономический потенциалы страны, и нам не обойтись без активных завоевательных войн.;X
japanese_powerr_title;Император Азии;X
japanese_powerr_desc;Японцы - исключительная нация, нам предначертано судьбой править Азией. Никому из наших соседей эта роль не под силу, но только мы можем ее исполнить!;X
japanese_power;Страна Восходящего Солнца;X
japan_rename_artur_title;Переименовать Порт-Артур;X
japan_rename_artur_desc; ;X
italian_fleet_title;Возрождение итальянского флота;X
italian_fleet_desc;Наша страна - это один большой полуостров, а поэтому мы просто обязаны иметь сильный флот. Иначе мы не имеем право чувствовать свою страну защищенной.;X
